"state","county","AQI_2019","AQI_4years","SO2","O3","PM2.5","PM10","NO2","NO","NOx","CO"
"Tennessee","Davidson",45,44,2.1449,0.0433085,9.4332065,14.718563,10.6839225,7.992804,19.1542585,0.339213
"Tennessee","DeKalb",37,35.75,NA,0.042207,NA,NA,NA,NA,NA,NA
"Tennessee","Dyer",26,27.25,NA,NA,6.689722,NA,NA,NA,NA,NA
"Tennessee","Hamilton",45,44.25,NA,0.0461845,8.52393,NA,NA,NA,NA,NA
"Tennessee","Jefferson",44,44,NA,0.045262,NA,NA,NA,NA,NA,NA
"Tennessee","Knox",42,42.75,NA,0.04227,7.92326125,16.605948,NA,NA,NA,NA
"Tennessee","Lawrence",27,26.25,NA,NA,5.6,NA,NA,NA,NA,NA
"Tennessee","Loudon",37,38.25,NA,0.043985,6.469182,NA,NA,NA,NA,NA
"Tennessee","McMinn",30,31,NA,NA,7.378431,NA,NA,NA,NA,NA
"Tennessee","Madison",27,27,NA,NA,6.4650945,NA,NA,NA,NA,NA
"Tennessee","Maury",23,26.75,NA,NA,5.986188,NA,NA,NA,NA,NA
"Tennessee","Montgomery",26,29.25,NA,NA,6.7398735,NA,NA,NA,NA,NA
"Tennessee","Putnam",25,28,NA,NA,6.259444,NA,NA,NA,NA,NA
"Tennessee","Roane",28,29,NA,NA,7.045378,NA,NA,NA,NA,NA
"Tennessee","Sevier",44,43.75,NA,0.046829,NA,NA,NA,NA,NA,NA
"Tennessee","Shelby",44,42,0.357568,0.0426386666666667,8.471965,17.409181,10.403713,4.75682,18.462811,0.238557
"Tennessee","Sullivan",45,45.5,1.88882075,0.04484,7.059664,NA,NA,NA,NA,NA
"Tennessee","Sumner",40,40.25,NA,0.045494,6.747826,NA,NA,NA,NA,NA
"Tennessee","Williamson",42,40.25,NA,0.043373,NA,NA,NA,NA,NA,NA
"Tennessee","Wilson",40,39.5,NA,0.040917,NA,NA,NA,NA,NA,NA
"Texas","Bell",42,39,NA,0.041717,8.392096,NA,3.041526,0.289434,3.267352,NA
"Texas","Bexar",49,44.5,0.1521235,0.0409796666666667,8.85735366666667,14.922619,5.83406033333333,3.44241066666667,9.33075566666667,0.330372
"Texas","Bowie",39,36.75,NA,NA,9.387393,NA,NA,NA,NA,NA
"Texas","Brazoria",33,34.25,NA,0.0353975,NA,NA,3.7460385,0.766236,4.5412575,NA
"Texas","Brewster",40,39.75,NA,0.043147,5.642816,NA,NA,NA,NA,NA
"Texas","Cameron",44,40.75,NA,0.033601,9.299955,NA,NA,NA,NA,NA
"Texas","Collin",40,38.25,NA,0.045591,NA,NA,NA,NA,NA,NA
"Texas","Culberson",37,23,NA,0.046019,NA,NA,NA,NA,NA,NA
"Texas","Dallas",45,44,0.328363,0.041547,9.2379475,19.237121,7.71011875,2.62856,10.3530445,0.182169
"Texas","Denton",43,41.5,NA,0.0454135,7.363158,NA,5.71964,1.71612,7.16977,NA
"Texas","Ector",28,27.75,NA,NA,7.637571,NA,NA,NA,NA,NA
"Texas","Ellis",40,40.25,0.272258,0.0407005,7.294118,NA,4.1081025,0.737435,4.837963,NA
"Texas","El Paso",53,52,0.347642,0.0445593333333333,7.5169135,25.8772314,10.7189953333333,7.25096633333333,17.736251,0.26975
"Texas","Freestone",0,NA,0.067747,NA,NA,NA,NA,NA,NA,NA
"Texas","Galveston",39,38,0.27784,0.038462,7.961868,17.065574,2.793807,0.290004,3.082444,NA
"Texas","Gregg",35,35.5,0.52949,0.039668,NA,NA,3.218822,0.256453,3.494605,NA
"Texas","Harris",51,49.75,0.079555,0.03544425,9.38914433333333,20.83360675,9.15068876923077,5.21638476923077,14.6697053846154,0.297964333333333
"Texas","Harrison",38,37.5,2.074307,0.038549,8.221429,NA,2.431135,0.700788,3.111929,NA
"Texas","Hidalgo",42,39.25,NA,0.031203,10.5147035,23.552344,NA,NA,NA,NA
"Texas","Hood",35,34.75,NA,0.041436,NA,NA,NA,NA,NA,NA
"Texas","Howard",11,13,3.423845,NA,NA,NA,NA,NA,NA,NA
"Texas","Hunt",35,34.25,NA,0.039922,NA,NA,3.596411,0.677056,4.312712,NA
"Texas","Hutchinson",19,15.75,6.333525,NA,NA,NA,NA,NA,NA,NA
"Texas","Jefferson",43,43.5,0.733124,0.0362905,8.3985295,NA,3.951888,0.685902333333333,4.55869633333333,NA
"Texas","Johnson",38,38.5,NA,0.044827,NA,NA,NA,NA,NA,NA
"Texas","Kaufman",39,37.5,0.203068,0.041045,NA,NA,3.625841,0.396942,4.03338,NA
"Texas","Kleberg",30,31.5,NA,NA,8.331338,NA,NA,NA,NA,NA
"Texas","Lubbock",25,24,NA,NA,6.404545,NA,NA,NA,NA,NA
"Texas","McLennan",38,36.5,0.481109,0.041661,NA,NA,NA,NA,NA,0.198666
"Texas","Maverick",25,27.25,NA,NA,7.385207,NA,NA,NA,NA,NA
"Texas","Milam",0,0,0.124003,NA,NA,NA,NA,NA,NA,NA
"Texas","Montgomery",38,40.5,NA,0.039894,NA,NA,2.359171,0.396069,2.77173,NA
"Texas","Navarro",41,40.5,1.659615,0.041565,NA,NA,3.747672,0.422167,4.233733,NA
"Texas","Nueces",42,39,0.445397333333333,0.0330555,8.488766,16.762712,NA,NA,NA,NA
"Texas","Orange",39,39.5,1.169001,0.036329,8.242535,NA,3.004663,0.990289,4.023284,NA
"Texas","Parker",37,36.5,NA,0.043248,NA,NA,NA,NA,NA,NA
"Texas","Polk",31,31.25,NA,0.034079,NA,NA,NA,NA,NA,NA
"Texas","Potter",22,23.5,0.966612,NA,5.142647,NA,NA,NA,NA,NA
"Texas","Randall",41,42,NA,0.04749,NA,NA,NA,NA,NA,NA
"Texas","Robertson",0,0.25,0.069461,NA,NA,NA,NA,NA,NA,NA
"Texas","Rockwall",34,33.75,NA,0.039632,NA,NA,NA,NA,NA,NA
"Texas","Rusk",9,NA,2.304204,NA,NA,NA,NA,NA,NA,NA
"Texas","Smith",36,35.75,NA,0.041197,NA,NA,1.671243,0.082873,1.761748,NA
"Texas","Tarrant",44,44,NA,0.0427474,9.19926,NA,8.157785,3.18710925,11.251554,0.339897
"Texas","Titus",0,0.25,0.396793,NA,NA,NA,NA,NA,NA,NA
"Texas","Travis",44,43.25,-0.005426,0.040126,9.488252,16.122051,8.5694625,6.076316,14.6177595,0.361147
"Texas","Victoria",31,31.25,NA,0.035337,NA,NA,NA,NA,NA,NA
"Texas","Webb",41,39.5,NA,0.034411,10.694986,23.3389345,NA,NA,NA,0.219919
"Utah","Box Elder",40,42.5,NA,0.0429845,7.129333,NA,3.847501,1.517334,5.354951,NA
"Utah","Cache",44,44.75,NA,0.044629,7.572329,17.210526,4.26498,1.164335,5.188685,NA
"Utah","Carbon",46,45.25,NA,0.04865,NA,NA,2.339045,0.401055,2.63777,NA
"Utah","Davis",44,45.25,NA,0.042396,5.623611,13.041667,11.51627,4.189554,15.662477,NA
"Utah","Duchesne",48,46,NA,0.0492315,6.126027,NA,4.407733,0.9456365,5.1796225,NA
"Utah","Garfield",41,34.25,NA,0.045213,NA,NA,NA,NA,NA,NA
"Utah","Iron",42,NA,NA,0.043439,4.331781,NA,6.385591,3.957966,10.150734,NA
"Utah","Salt Lake",51,55,0.4582188,0.0409978571428571,6.68154642857143,18.79656725,13.2762448571429,8.069105,21.2126237142857,0.2431418
"Utah","San Juan",44,44,NA,0.046978,NA,NA,NA,NA,NA,NA
"Utah","Tooele",43,44,NA,0.044051,5.396491,NA,3.345713,0.619883,3.977956,NA
"Utah","Uintah",49,48.75,6e-04,0.04708,2.8720775,4.411111,2.4511348,0.5160438,2.9643594,1.294979
"Utah","Utah",46,47.25,NA,0.0436275,5.7717515,17.011204,7.9739415,2.5235175,10.3685525,0.103172
"Utah","Washington",44,43.75,NA,0.04663,4.525466,NA,2.7314,0.658103,3.430897,NA
"Utah","Wayne",7,8.25,NA,NA,NA,NA,NA,NA,NA,NA
"Utah","Weber",42,46.5,NA,0.041513,6.1122135,15.242784,13.1706415,7.6328875,20.796964,0.1475545
"Vermont","Bennington",35,35.25,NA,0.037451,5.627451,NA,NA,NA,NA,NA
"Vermont","Chittenden",37,36.25,0.138651,0.037517,5.532979,8.2027025,5.73426,1.1567535,8.070305,0.2231005
"Vermont","Rutland",36,36,0.436245,0.036717,7.531405,12.04918,6.769584,4.120314,10.936806,0.179183
"Vermont","Windham",8,9.5,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia","Albemarle",40,37.25,NA,0.041955,6.393103,NA,NA,NA,NA,NA
"Virginia","Arlington",38,36.5,NA,0.045346,7.491379,NA,9.885079,3.290005,13.193612,0.295953
"Virginia","Botetourt",0,NA,-0.288746,NA,NA,NA,NA,NA,NA,NA
"Virginia","Caroline",39,37.5,NA,0.041309,NA,NA,NA,NA,NA,NA
"Virginia","Carroll",9,9.25,NA,NA,NA,9.311475,NA,NA,NA,NA
"Virginia","Charles",34,32.25,0.653161,0.041685,6.647414,NA,4.986552,1.828184,6.810062,NA
"Virginia","Chesterfield",39,37.25,NA,0.042443,6.724786,NA,NA,NA,NA,NA
"Virginia","Fairfax",44,41.75,0.418855,0.045117,8.172486,8.736842,15.887307,12.052471,28.085316,0.372345
"Virginia","Fauquier",37,35,NA,0.038927,NA,NA,NA,NA,NA,NA
"Virginia","Frederick",38,37,NA,0.040663,6.939344,NA,NA,NA,NA,NA
"Virginia","Giles",41,40.25,3.20012,0.045664,NA,NA,NA,NA,NA,NA
"Virginia","Hanover",41,39.75,NA,0.04395,NA,NA,NA,NA,NA,NA
"Virginia","Henrico",37,37.5,0.183967,0.039243,6.874683,9.881356,5.937099,1.676427,7.610932,0.230918
"Virginia","Loudoun",37,35.5,NA,0.044154,7.218333,NA,6.579055,1.796639,8.32088,NA
"Virginia","Madison",41,40,NA,0.04575,NA,NA,NA,NA,NA,NA
"Virginia","Prince Edward",35,33.75,NA,0.04005,NA,NA,NA,NA,NA,NA
"Virginia","Prince William",36,33.25,NA,0.043988,NA,NA,4.249426,0.776371,5.049355,NA
"Virginia","Roanoke",37,37,0.365972,0.043402,6.32521,NA,5.374282,1.302357,6.736097,0.219294
"Virginia","Rockbridge",38,34.75,NA,0.040215,NA,NA,NA,NA,NA,NA
"Virginia","Rockingham",36,34,0.223978,0.041551,7.061983,NA,8.838045,6.091361,14.82345,NA
"Virginia","Stafford",39,37.75,NA,0.042685,NA,8.533333,NA,NA,NA,NA
"Virginia","Wythe",41,40.5,NA,0.043241,NA,NA,NA,NA,NA,NA
"Virginia","Alexandria City",5,7.5,NA,NA,NA,5.522936,NA,NA,NA,NA
"Virginia","Bristol City",26,27.75,NA,NA,6.487179,NA,NA,NA,NA,NA
"Virginia","Covington City",7,NA,1.847947,NA,NA,NA,NA,NA,NA,NA
"Virginia","Hampton City",39,36.5,0.432138,0.044371,6.408,9.421053,3.343213,0.230888,3.583651,0.172801
"Virginia","Hopewell City",8,9.75,NA,NA,NA,9.526316,NA,NA,NA,NA
"Virginia","Lynchburg City",26,26.5,NA,NA,6.307407,NA,NA,NA,NA,NA
"Virginia","Norfolk City",18,17.5,0.275248,NA,7.063025,10.947368,7.60561,2.039427,9.701122,0.301945
"Virginia","Richmond City",33,32,NA,NA,8.462037,NA,12.438003,8.183368,20.617385,0.362306
"Virginia","Salem City",26,27.5,NA,NA,6.670339,NA,NA,NA,NA,NA
"Virginia","Suffolk City",41,39.25,NA,0.0421955,NA,NA,NA,NA,NA,NA
"Virginia","Virginia Beach City",25,25,NA,NA,6.788696,NA,NA,NA,NA,NA
"Virginia","Winchester City",8,9.25,NA,NA,NA,9.561404,NA,NA,NA,NA
"Washington","Adams",13,13.25,NA,NA,NA,NA,NA,NA,NA,NA
"Washington","Asotin",27,27.75,NA,NA,NA,NA,NA,NA,NA,NA
"Washington","Benton",37,34.25,NA,0.043616,NA,16.745968,NA,NA,NA,NA
"Washington","Chelan",24,25.25,0.182542,NA,NA,NA,NA,NA,NA,NA
"Washington","Clallam",34,36.75,0.028252,0.033201,NA,NA,NA,0.048836,NA,0.100938
"Washington","Clark",31,30.5,NA,0.032839,7.096901,NA,NA,NA,NA,NA
"Washington","Columbia",17,17.5,NA,NA,NA,NA,NA,NA,NA,NA
"Washington","Cowlitz",18,18.75,NA,NA,NA,NA,NA,NA,NA,NA
"Washington","Franklin",16,16.75,NA,NA,NA,NA,NA,NA,NA,NA
"Washington","Garfield",17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington","Grant",18,19.25,NA,NA,NA,NA,NA,NA,NA,NA
"Washington","Grays Harbor",20,20.75,NA,NA,NA,NA,NA,NA,NA,NA
"Washington","Jefferson",19,18.5,NA,NA,NA,NA,NA,NA,NA,NA
"Washington","King",40,40,0.724272,0.0310195,6.2994474,10.07767,14.3365865,14.315361,41.705243,0.314705
"Washington","Kitsap",18,15.25,NA,NA,5.070833,NA,NA,NA,NA,NA
"Washington","Kittitas",23,22.5,NA,NA,6.987819,NA,NA,NA,NA,NA
"Washington","Klickitat",20,17.75,NA,NA,NA,NA,NA,NA,NA,NA
"Washington","Lewis",20,19.75,NA,NA,NA,NA,NA,NA,NA,NA
"Washington","Mason",21,20.25,NA,NA,NA,NA,NA,NA,NA,NA
"Washington","Okanogan",31,35.25,NA,NA,7.487179,NA,NA,NA,NA,NA
"Washington","Pierce",41,41.5,NA,0.03697,6.8468955,NA,15.130152,19.409873,34.580785,NA
"Washington","San Juan",16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington","Skagit",24,29.25,0.309906,0.025693,5.50885,NA,NA,NA,NA,NA
"Washington","Snohomish",30,26,NA,NA,7.1916735,NA,NA,NA,NA,NA
"Washington","Spokane",37,37.75,NA,0.0416095,6.949576,19.572603,NA,NA,NA,NA
"Washington","Stevens",28,31,NA,NA,13.098077,20.709091,NA,NA,NA,NA
"Washington","Thurston",30,28.25,NA,0.034146,NA,NA,NA,NA,NA,0.269607
"Washington","Walla Walla",21,19.25,NA,NA,NA,22.904762,NA,NA,NA,NA
"Washington","Whatcom",34,33.5,2.1606775,0.03187,4.547658,NA,NA,NA,NA,NA
"Washington","Whitman",18,17.5,NA,NA,NA,NA,NA,NA,NA,NA
"Washington","Yakima",38,36.75,NA,NA,9.589008,15.806867,NA,NA,NA,NA
"West Virginia","Berkeley",40,39,NA,0.040876,8.833913,NA,NA,NA,NA,NA
"West Virginia","Brooke",24,20.75,2.302254,NA,9.3811515,16.111732,NA,NA,NA,NA
"West Virginia","Cabell",39,37.25,NA,0.041595,7.368,NA,NA,NA,NA,NA
"West Virginia","Gilmer",32,31,NA,0.038018,NA,NA,NA,NA,NA,NA
"West Virginia","Greenbrier",42,39.5,NA,0.044004,NA,NA,NA,NA,NA,NA
"West Virginia","Hancock",37,35,2.009975,0.042254,8.095238,12.366142,NA,NA,NA,NA
"West Virginia","Harrison",31,29.75,NA,NA,7.27027,NA,NA,NA,NA,NA
"West Virginia","Kanawha",40,39.5,0.707756,0.040181,7.7159875,NA,NA,4.682549,NA,0.20715
"West Virginia","Marion",31,30.75,NA,NA,7.621212,NA,NA,NA,NA,NA
"West Virginia","Marshall",7,27.75,1.86552,NA,9.224576,NA,NA,NA,NA,NA
"West Virginia","Mason",3,NA,0.7507,NA,NA,NA,NA,NA,NA,NA
"West Virginia","Mineral",3,NA,2.480743,NA,NA,NA,NA,NA,NA,NA
"West Virginia","Monongalia",36,34.25,1.170929,0.043004,7.198246,NA,NA,NA,NA,NA
"West Virginia","Ohio",41,41,NA,0.043317,8.102542,NA,NA,NA,NA,NA
"West Virginia","Tucker",35,35.25,NA,0.041863,NA,NA,NA,NA,NA,NA
"West Virginia","Wood",35,35,1.776438,0.041869,7.771698,NA,NA,NA,NA,NA
"Wisconsin","Ashland",34,33.5,NA,0.035296,4.982967,NA,NA,NA,NA,NA
"Wisconsin","Brown",35,35.25,0.200553,0.037651,7.309143,NA,NA,NA,NA,NA
"Wisconsin","Columbia",37,38.25,NA,0.039059,NA,NA,NA,NA,NA,NA
"Wisconsin","Dane",38,38.75,0.090186,0.039313,8.3696175,15.084967,NA,NA,NA,NA
"Wisconsin","Dodge",40,38.5,0.178359,0.03797,7.867508,12.063091,NA,0.177311,NA,0.128004
"Wisconsin","Door",35,37,NA,0.037363,NA,NA,NA,NA,NA,NA
"Wisconsin","Eau Claire",34,36.75,NA,0.036332,7.671745,13.96281,NA,NA,NA,NA
"Wisconsin","Fond du Lac",36,37.5,NA,0.03868,NA,NA,NA,NA,NA,NA
"Wisconsin","Forest",35,34.75,0.369863,0.036006,5.409827,NA,NA,NA,NA,NA
"Wisconsin","Grant",29,28.5,NA,NA,8.399726,NA,NA,NA,NA,NA
"Wisconsin","Jefferson",37,38.75,NA,0.040566,NA,NA,NA,NA,NA,NA
"Wisconsin","Kenosha",40,40.25,NA,0.0420405,7.388493,NA,NA,NA,NA,NA
"Wisconsin","Kewaunee",36,38.5,NA,0.037904,NA,NA,NA,NA,NA,NA
"Wisconsin","La Crosse",35,35.75,NA,0.038593,7.611019,NA,NA,NA,NA,NA
"Wisconsin","Manitowoc",36,37.75,NA,0.03846,NA,NA,1.338011,-0.165858,NA,NA
"Wisconsin","Marathon",34,36,NA,0.037218,NA,NA,NA,NA,NA,NA
"Wisconsin","Milwaukee",42,41.25,0.208274,0.037622,7.91829225,15.4851846666667,10.941941,1.123608,12.875037,0.301376
"Wisconsin","Oneida",0,0.5,0.422446,NA,NA,NA,NA,NA,NA,NA
"Wisconsin","Outagamie",37,36.75,0.382041,0.037843,8.142815,NA,NA,NA,NA,NA
"Wisconsin","Ozaukee",37,37,NA,0.040058,6.904132,NA,NA,NA,NA,NA
"Wisconsin","Racine",39,41.25,NA,0.042571,NA,NA,NA,NA,NA,NA
"Wisconsin","Rock",38,39,NA,0.041071,NA,NA,NA,NA,NA,NA
"Wisconsin","Sauk",35,35.5,NA,0.038563,4.871429,5.428571,NA,NA,NA,NA
"Wisconsin","Sheboygan",38,40.25,NA,0.038752,NA,NA,NA,NA,NA,NA
"Wisconsin","Taylor",35,35.25,NA,0.036223,6.375616,NA,NA,NA,NA,NA
"Wisconsin","Vilas",29,31.75,NA,0.035358,4.935912,NA,NA,NA,NA,NA
"Wisconsin","Walworth",37,38.5,NA,0.040758,NA,NA,NA,NA,NA,NA
"Wisconsin","Waukesha",40,39.5,NA,0.038798,9.348045,16.893855,NA,NA,NA,NA
"Wyoming","Albany",47,47.25,NA,0.051707,3.413333,12.090711,NA,NA,NA,NA
"Wyoming","Big Horn",36,37.25,NA,0.041288,NA,NA,NA,NA,NA,NA
"Wyoming","Campbell",40,42.25,NA,0.040824,3.339552,13.2340067352941,2.6901475,0.93646,3.6611575,NA
"Wyoming","Carbon",43,42.5,-0.170122333333333,0.048829,NA,NA,1.91377,-0.146973,0.851466,NA
"Wyoming","Converse",41,41,1.100484,0.045432,2.248883,15.6335508,2.115888,0.240466,2.264665,0.074878
"Wyoming","Fremont",45,45.75,1.343179,0.047518,3.42124933333333,8.2567315,0.5413265,0.048069,0.5942795,NA
"Wyoming","Johnson",40,NA,NA,0.044723,NA,7.122563,0.77119,-0.125524,0.624607,NA
"Wyoming","Laramie",43,43.25,0.7242465,0.0447175,3.58106933333333,13.6496693333333,3.0951525,0.3570485,3.4831295,0.143705
"Wyoming","Lincoln",12,13.75,NA,NA,NA,10.79183225,NA,NA,NA,NA
"Wyoming","Natrona",42,42.25,1.386139,0.045599,2.958903,9.45,4.420355,1.490228,5.9552645,NA
"Wyoming","Park",38,23.75,0.038419,0.041211,2.7769445,9.749343,1.919001,0.480026,2.446786,NA
"Wyoming","Platte",14,15,NA,NA,NA,20.355932,NA,NA,NA,NA
"Wyoming","Sheridan",39,41,NA,0.044528,4.855511,11.1269765,NA,NA,NA,NA
"Wyoming","Sublette",46,46.25,NA,0.0494528333333333,2.767066,6.7695035,1.2963836,0.1716055,1.5068572,NA
"Wyoming","Sweetwater",46,46,0.7449875,0.0489976666666667,4.283051,10.85474688,6.68222366666667,1.426625,8.13866666666667,NA
"Wyoming","Teton",43,43,0.015081,0.0457483333333333,2.63836766666667,8.5218865,1.3878885,0.742291,2.1728885,0.114583
"Wyoming","Uinta",44,43.5,NA,0.049216,NA,7.088726,2.015107,0.365623,2.424939,NA
"Wyoming","Weston",40,40,0.849819,0.045297,NA,NA,NA,NA,NA,NA
"Puerto Rico","Adjuntas",18,20.25,NA,NA,5.552991,NA,NA,NA,NA,NA
"Puerto Rico","Bayamon",17,31,1.705485,0.013117,7.334211,NA,NA,3.283587,NA,0.187947
"Puerto Rico","Caguas",10,17,NA,NA,7.219658,NA,6.103393,12.822686,18.303431,0.432849
"Puerto Rico","Catano",33,28.75,1.459705,0.009864,NA,24.26009,NA,NA,NA,NA
"Puerto Rico","Fajardo",22,22.75,NA,NA,6.868067,19.7,NA,NA,NA,NA
"Puerto Rico","Guayama",0,6.75,12.69688,NA,5.303571,19,NA,NA,NA,NA
"Puerto Rico","Guaynabo",20,14,NA,NA,7.142373,23.181324,13.718767,14.326227,27.430799,0.442762
"Puerto Rico","Mayagnez",25,NA,NA,0.005862,NA,NA,NA,NA,NA,NA
"Puerto Rico","Ponce",35,34.5,NA,NA,6.285841,19.666667,NA,NA,NA,0.326152
"Puerto Rico","San Juan",14,NA,NA,NA,NA,NA,NA,NA,NA,0.933271
"Virgin Islands","St Croix",20,23.5,NA,NA,6.252632,NA,NA,NA,NA,NA
"Virgin Islands","St John",15,20,NA,NA,NA,NA,NA,NA,NA,NA
"Virgin Islands","St Thomas",28,NA,NA,NA,8.218284,NA,NA,NA,NA,NA
"Country Of Mexico","BAJA CALIFORNIA NORTE",72,67.75,NA,NA,NA,56.3848621,NA,NA,NA,NA
"Country Of Mexico","SONORA",43,NA,NA,0.045291,NA,NA,NA,NA,NA,NA
