"id","state","county","population","area","annual_AQI","SO2","O3","PM2.5","PM10","NO2","NO","NOx","CO","incomePerCapita","hospitalExpenditure","healthExpenditure","density"
19155,"Iowa","Pottawattamie",93206,960.01,29,NA,NA,7.6229005,19.12844,NA,NA,NA,NA,33292,0,7776,97.0885719940417
19157,"Iowa","Poweshiek",18504,586.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,35361,0,934,31.5649414895432
19159,"Iowa","Ringgold",4894,538.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,26138,6514,443,9.08045123942408
19161,"Iowa","Sac",9721,578.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,34065,0,975,16.806127035718
19163,"Iowa","Scott",172943,468.2,45,0.59643675,0.0388755625,8.63957022727273,28.7546668571429,NA,0.968139,NA,0.19368,38543,0,17851,369.378470739
19165,"Iowa","Shelby",11454,591.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,34131,12906,425,19.367602299628
19167,"Iowa","Sioux",34855,768.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,32302,22564,2618,45.3457360307032
19169,"Iowa","Story",97117,573.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,33942,89882,8216,169.273002980496
19171,"Iowa","Tama",16854,722.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,29039,0,1479,23.3299188837518
19173,"Iowa","Taylor",6121,534.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,29170,0,783,11.4443301860335
19175,"Iowa","Union",12241,425.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,29095,13909,1421,28.7360908962862
19177,"Iowa","Van Buren",7044,490.59,37,0.191728,0.04109275,7.175833,14.075,2.586827,0.09726,2.101065,NA,25295,7884,301,14.3582217330154
19179,"Iowa","Wapello",34969,436.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,29201,0,2819,80.2004495206642
19181,"Iowa","Warren",51466,573.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,35605,0,5429,89.7808945642314
19183,"Iowa","Washington",21965,570.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,34457,11583,2792,38.4804050384541
19185,"Iowa","Wayne",6441,527.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,26134,5901,1087,12.2192290180604
19187,"Iowa","Webster",35904,718.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,31790,0,5325,49.9986074362902
19189,"Iowa","Winnebago",10354,401.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,31487,75,1886,25.7825145048432
19191,"Iowa","Winneshiek",19991,689.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,34861,13486,3194,28.9754033017842
19193,"Iowa","Woodbury",103107,877.43,28,NA,NA,7.450847,NA,NA,NA,NA,NA,30733,0,5335,117.510228736195
19195,"Iowa","Worth",7381,401.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,30072,0,764,18.3730366166331
19197,"Iowa","Wright",12562,582.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,37134,6070,1543,21.5627038346665
20001,"Kansas","Allen",12369,505.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,27270,0,706,24.4814345657509
20003,"Kansas","Anderson",7858,584.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,25533,0,354,13.4474202104903
20005,"Kansas","Atchison",16073,435.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,27512,0,291,36.9443295177677
20007,"Kansas","Barber",4427,1136.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,28723,9683,675,3.89608103707746
20009,"Kansas","Barton",25779,900.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,34447,373,1765,28.6274292059967
20011,"Kansas","Bourbon",14534,638.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,26500,0,217,22.7491860756324
20013,"Kansas","Brown",9564,572.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,30758,0,342,16.7135592331755
20015,"Kansas","Butler",66911,1446.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,34739,0,2345,46.2574922744022
20017,"Kansas","Chase",2648,778.06,22,NA,NA,NA,NA,NA,NA,NA,NA,36985,0,218,3.40333650361155
20019,"Kansas","Chautauqua",3250,644.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,29971,0,688,5.03977545861957
20021,"Kansas","Cherokee",19939,591.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,27123,0,927,33.7365909783087
20023,"Kansas","Cheyenne",2657,1020.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,28614,0,18,2.60263103762403
20025,"Kansas","Clark",1994,977.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,27071,10441,205,2.0403777871008
20027,"Kansas","Clay",8002,655.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,34076,8004,991,12.2082201812468
20029,"Kansas","Cloud",8786,718.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,26304,0,787,12.2280831164493
20031,"Kansas","Coffey",8179,654.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,34839,11750,1792,12.494080625697
20033,"Kansas","Comanche",1700,789.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,21162,2221,488,2.15257993035771
20035,"Kansas","Cowley",34908,1132.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,30724,27665,950,30.819214775707
20037,"Kansas","Crawford",38818,595.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,26625,8369,3414,65.2282771252374
20039,"Kansas","Decatur",2827,894.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,31300,62,171,3.16137906355188
20041,"Kansas","Dickinson",18466,852.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,29453,8420,856,21.6569324232402
20043,"Kansas","Doniphan",7600,397.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,26131,0,824,19.1387559808612
20045,"Kansas","Douglas",122259,474.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,30365,86698,1048,257.658587987355
20047,"Kansas","Edwards",2798,622.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,33870,230,631,4.49745230096604
20049,"Kansas","Elk",2530,650.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,22791,0,224,3.88985409203426
20051,"Kansas","Ellis",28553,900.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,35381,0,1797,31.7072358193044
20053,"Kansas","Ellsworth",6102,723.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,27514,196,653,8.43435111338411
20055,"Kansas","Finney",36467,1302.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,24089,0,1361,27.9936132157305
20057,"Kansas","Ford",33619,1099.35,15,NA,NA,NA,18.4218955,NA,NA,NA,NA,27606,0,2633,30.5807977441215
20059,"Kansas","Franklin",25544,576.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,29049,16105,1626,44.2933934454656
20061,"Kansas","Geary",31670,403.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,36912,25697,1491,78.4007921772497
20063,"Kansas","Gove",2636,1071.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,32593,6047,99,2.45998786804162
20065,"Kansas","Graham",2482,898.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,39947,4538,238,2.7617055367634
20067,"Kansas","Grant",7150,575.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,31200,0,2408,12.4326204138411
20069,"Kansas","Gray",5988,869.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,34693,52,389,6.88758784895156
20071,"Kansas","Greeley",1232,778.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,34666,160,130,1.58344579397211
20073,"Kansas","Greenwood",5982,1152.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,26706,0,388,5.18973504762896
20075,"Kansas","Hamilton",2539,997.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,34566,0,244,2.54495519515667
20077,"Kansas","Harper",5436,803,NA,NA,NA,NA,NA,NA,NA,NA,NA,29149,12010,568,6.76961394769614
20079,"Kansas","Harvey",34429,540.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,32793,0,1606,63.6937136937137
20081,"Kansas","Haskell",3968,577.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,40138,5789,167,6.86802250108178
20083,"Kansas","Hodgeman",1794,860.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,33404,4303,273,2.08534331446373
20085,"Kansas","Jackson",13171,657.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,28843,22,169,20.0197598419213
20087,"Kansas","Jefferson",19043,556.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,29432,0,1569,34.1897375130166
20089,"Kansas","Jewell",2879,914.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,29953,1269,409,3.14813397338465
20091,"Kansas","Johnson",602401,480.18,36,NA,0.04021625,6.86351446153846,NA,NA,NA,NA,NA,53472,0,41636,1254.53163397059
20093,"Kansas","Kearny",3838,871.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,26298,5620,366,4.40354762095988
20095,"Kansas","Kingman",7152,866.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,28810,0,648,8.25151427747332
20097,"Kansas","Kiowa",2475,722.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,28687,0,269,3.42479970110839
20099,"Kansas","Labette",19618,653.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,28741,30748,816,30.0263254561038
20101,"Kansas","Lane",1535,717.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,37229,2704,1133,2.13943245804761
20103,"Kansas","Leavenworth",81758,468.36,33,NA,0.041288,NA,NA,NA,NA,NA,NA,31097,0,2178,174.562302502349
20105,"Kansas","Lincoln",2962,719.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,24699,4366,292,4.11406030806839
20107,"Kansas","Linn",9703,606.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,25807,0,519,16.0023088975014
20109,"Kansas","Logan",2794,1073.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,32967,3687,582,2.60350177511485
20111,"Kansas","Lyon",33195,855.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,25306,37851,3298,38.8150278878872
20113,"Kansas","McPherson",28542,901.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,34913,16,2264,31.6679426155843
20115,"Kansas","Marion",11884,953.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,26027,168,774,12.462379009847
20117,"Kansas","Marshall",9707,904.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,33126,0,416,10.7329640317997
20119,"Kansas","Meade",4033,979.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,31535,4678,455,4.11648226023762
20121,"Kansas","Miami",34237,590.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,35873,0,797,58.0091494408675
20123,"Kansas","Mitchell",5979,718.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,29565,102,839,8.31976622834481
20125,"Kansas","Montgomery",31829,651.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,29680,29284,2026,48.8586998234707
20127,"Kansas","Morris",5620,702.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,27493,83,94,7.99544743206715
20129,"Kansas","Morton",2587,729.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,30819,10835,296,3.54388416279675
20131,"Kansas","Nemaha",10231,719.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,33180,0,434,14.2209804984502
20133,"Kansas","Neosho",16007,578.09,40,1.0768406,0.04206175,8.9708732,20.880478,3.984855,0.473055,3.014608,NA,27707,17516,619,27.6894601186666
20135,"Kansas","Ness",2750,1075.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,39493,6588,181,2.55797296920201
20137,"Kansas","Norton",5361,881.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,27275,6186,674,6.08223094551973
20139,"Kansas","Osage",15949,719.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,26201,0,570,22.1732541812065
20141,"Kansas","Osborne",3421,894.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,27626,157,310,3.82529547919625
20143,"Kansas","Ottawa",5704,721.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,24508,133,480,7.90093359558966
20145,"Kansas","Pawnee",6414,754.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,31522,0,602,8.49986747945932
20147,"Kansas","Phillips",5234,894.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,34551,256,850,5.84909034017254
20149,"Kansas","Pottawatomie",24383,862.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,31971,6781,1856,28.2826056697444
20151,"Kansas","Pratt",9164,735.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,32513,92,1624,12.4546405903858
20153,"Kansas","Rawlins",2530,1069.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,32325,0,289,2.36495013039942
20155,"Kansas","Reno",61998,1271.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,28878,0,3469,48.7662526645324
20157,"Kansas","Republic",4636,720.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,28391,89,245,6.43567105336221
20159,"Kansas","Rice",9537,728.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,24435,1510,2168,13.0943391045268
20161,"Kansas","Riley",74232,622.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,34628,33,305,119.315277666158
20163,"Kansas","Rooks",4920,895.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,29951,3012,751,5.4947509492964
20165,"Kansas","Rush",3036,718.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,27858,2781,130,4.22576379706312
20167,"Kansas","Russell",6856,899.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,30126,8904,487,7.62599690777838
20169,"Kansas","Saline",54224,721.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,34611,0,1469,75.1732934065325
20171,"Kansas","Scott",4823,717.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,33064,200,336,6.72007802703079
20173,"Kansas","Sedgwick",516042,1009.48,39,NA,0.043916875,7.79944466666667,19.1630155,10.6682405,2.574963,8.892599,NA,39811,8,23977,511.195863216706
20175,"Kansas","Seward",21428,640.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,28124,34583,880,33.4525017563032
20177,"Kansas","Shawnee",176875,556.35,41,NA,0.04183225,9.286289,15.602226,NA,NA,NA,NA,35076,0,13413,317.920373865372
20179,"Kansas","Sheridan",2521,896.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,39611,1646,190,2.81154506724957
20181,"Kansas","Sherman",5917,1056.08,12,NA,NA,NA,16.193569,NA,NA,NA,NA,30670,9157,459,5.60279524278464
20183,"Kansas","Smith",3583,896.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,29769,161,542,3.99638618720443
20185,"Kansas","Stafford",4156,794.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,28495,2350,477,5.22918580218176
20187,"Kansas","Stanton",2006,680.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,40419,2633,543,2.94947950361701
20189,"Kansas","Stevens",5485,727.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,36016,6474,240,7.53661820879936
20191,"Kansas","Sumner",22836,1184.86,39,0.9304696,0.04429775,7.60812555555556,19.6960875,5.157437,0.455854,3.62143,NA,31594,14160,1457,19.2731630741185
20193,"Kansas","Thomas",7777,1074.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,32961,0,521,7.23462050103724
20195,"Kansas","Trego",2803,899.09,36,0.736026,0.04302,5.3278552,10.3730585,1.687317,0.36494,1.375476,NA,26067,5242,270,3.11759668108866
20197,"Kansas","Wabaunsee",6931,799.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,30046,0,391,8.66526642162378
20199,"Kansas","Wallace",1518,914.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,31580,0,101,1.66061348619437
20201,"Kansas","Washington",5406,898.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,27374,1658,3554,6.01415094339623
20203,"Kansas","Wichita",2119,718.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,40351,2889,373,2.94883034832102
20205,"Kansas","Wilson",8525,575.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,27125,5040,857,14.8250556483027
20207,"Kansas","Woodson",3138,505.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,24432,0,172,6.20771513353116
20209,"Kansas","Wyandotte",165429,155.7,41,0.8374688,0.03774025,9.28852988888889,16.2146175,13.347908,3.8436505,11.840026,0.2018375,25963,0,3666,1062.48554913295
21001,"Kentucky","Adair",19202,412.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,22295,0,925,46.5785324439054
21003,"Kentucky","Allen",21315,352.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,23542,0,1538,60.5436573311367
21005,"Kentucky","Anderson",22747,204.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,27551,0,1688,111.3411649535
21007,"Kentucky","Ballard",7888,273.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,30497,0,781,28.8283020247058
21009,"Kentucky","Barren",44249,499.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,25457,0,1158,88.5068506850685
21011,"Kentucky","Bath",12500,283.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,21412,0,602,44.0202845471193
21013,"Kentucky","Bell",26032,361.36,39,NA,0.04246,7.313115,NA,NA,NA,NA,NA,21167,0,1073,72.0389639141023
21015,"Kentucky","Boone",133581,256.98,39,NA,0.04359775,NA,NA,NA,NA,NA,NA,33127,0,2384,519.810880224142
21017,"Kentucky","Bourbon",19788,291.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,31847,0,1767,67.8414701042238
21019,"Kentucky","Boyd",46718,161.83,39,0.12879825,0.0432675,7.3895576,17.747951,8.76708,2.398596,7.578215,NA,30703,0,4833,288.685657789038
21021,"Kentucky","Boyle",30060,182.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,27656,0,2416,164.523014613322
21023,"Kentucky","Bracken",8303,208.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,25360,0,752,39.7443875353023
21025,"Kentucky","Breathitt",12630,495.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,21197,0,2938,25.4986675280627
21027,"Kentucky","Breckinridge",20477,585.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,22939,0,957,34.9705405174622
21029,"Kentucky","Bullitt",81676,300.21,41,NA,0.045158,NA,NA,NA,NA,NA,NA,27129,0,3137,272.062889310816
21031,"Kentucky","Butler",12879,431.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,21214,0,625,29.8442786300227
21033,"Kentucky","Caldwell",12747,348.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,27498,0,123,36.6082711085583
21035,"Kentucky","Calloway",39001,410.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,26869,67721,167,94.9368321121686
21037,"Kentucky","Campbell",93584,159.44,40,0.30619175,0.043786,7.76641371428571,NA,6.808782,0.622909,4.583756,NA,35150,0,819,586.954340190667
21039,"Kentucky","Carlisle",4760,199.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,26177,0,373,23.9159925639351
21041,"Kentucky","Carroll",10631,137.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,30214,8553,594,77.4402680652681
21043,"Kentucky","Carter",26797,412.17,36,NA,0.0407535,5.683471,8.104023,NA,NA,NA,NA,21434,0,2938,65.0144357910571
21045,"Kentucky","Casey",16159,445.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,20639,332,637,36.2512619181155
21047,"Kentucky","Christian",70461,724.05,39,NA,0.04189525,8.487736,NA,NA,NA,NA,NA,26271,0,2759,97.3151025481666
21049,"Kentucky","Clark",36263,255.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,30559,0,4428,142.10753193824
21051,"Kentucky","Clay",19901,471.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,17803,0,1167,42.2445817147467
21053,"Kentucky","Clinton",10218,205.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,23396,0,734,49.7105327171005
21055,"Kentucky","Crittenden",8806,370.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,23959,0,116,23.7377685527132
21057,"Kentucky","Cumberland",6614,310.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,20594,0,80,21.2757744394763
21059,"Kentucky","Daviess",101511,476.3,43,1.443831,0.04587175,8.2512588,NA,7.3360735,0.553607,4.781187,NA,31121,0,14344,213.124081461264
21061,"Kentucky","Edmonson",12150,308.03,41,0.2852914,0.04621875,NA,NA,NA,0.106038,NA,0.165828,22355,0,673,39.4442099795475
21063,"Kentucky","Elliott",7517,235.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,16756,0,84,31.9573165547147
21065,"Kentucky","Estill",14106,255.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,20283,0,1439,55.161895823557
21067,"Kentucky","Fayette",323152,285.53,42,0.20628175,0.04483575,7.9491688,12.821429,11.1273085,0.984656,7.176642,NA,39891,0,12490,1131.76198648128
21069,"Kentucky","Fleming",14581,351.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,20300,12207,1396,41.4833992432217
21071,"Kentucky","Floyd",35589,395.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,23700,0,898,89.9871046044148
21073,"Kentucky","Franklin",50991,212.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,33366,0,6480,240.376184415217
21075,"Kentucky","Fulton",5969,230.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,27379,0,288,25.8891394864677
21077,"Kentucky","Gallatin",8869,104.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,23930,0,532,84.7248758119985
21079,"Kentucky","Garrard",17666,233.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,22669,5929,842,75.5312326307238
21081,"Kentucky","Grant",25069,260.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,24795,0,129,96.1418983700863
21083,"Kentucky","Graves",37266,556.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,24156,0,118,66.9649595687331
21085,"Kentucky","Grayson",26427,510.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,21316,243,74,51.7304153779901
21087,"Kentucky","Green",10941,288.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,20233,8917,650,37.8843490304709
21089,"Kentucky","Greenup",35098,354.53,31,0.45184525,0.0403175,NA,NA,NA,NA,NA,NA,28811,0,2078,98.9986743011875
21091,"Kentucky","Hancock",8722,198.93,42,NA,0.04571225,NA,NA,NA,NA,NA,NA,25492,0,235,43.8445684411602
21093,"Kentucky","Hardin",110958,629.89,39,NA,0.04459475,7.43752807692308,NA,NA,NA,NA,NA,32544,99516,13612,176.154566670371
21095,"Kentucky","Harlan",26010,467.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,21094,0,15300,55.5792982606094
21097,"Kentucky","Harrison",18886,309.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,25849,0,312,60.9442060085837
21099,"Kentucky","Hart",19035,417.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,19946,0,885,45.5459048165961
21101,"Kentucky","Henderson",45210,467.26,3,2.61343025,NA,9.1209276,10.4,NA,NA,NA,NA,29434,0,349,96.7555536532123
21103,"Kentucky","Henry",16126,291.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,26998,0,2068,55.3910624119809
21105,"Kentucky","Hickman",4380,252.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,47274,0,0,17.3156750345918
21107,"Kentucky","Hopkins",44686,554.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,28220,0,2180,80.6242670275147
21109,"Kentucky","Jackson",13329,346.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,16081,0,130,38.4575434951961
21111,"Kentucky","Jefferson",766757,398.6,49,1.23076916666667,0.044156,9.42294378378378,18.40276225,18.7433225,3.486326,NA,0.26444225,41626,0,57863,1923.62518815855
21113,"Kentucky","Jessamine",54115,174.47,35,0.28621875,0.04507175,NA,NA,NA,NA,NA,NA,28786,0,1195,310.167937181177
21115,"Kentucky","Johnson",22188,263.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,22923,0,3165,84.0581906349447
21117,"Kentucky","Kenton",166998,164.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,38618,0,12593,1012.29314420804
21119,"Kentucky","Knott",14806,353.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,21075,0,3571,41.9397784890803
21121,"Kentucky","Knox",31145,387.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,22106,10911,3726,80.3285876405653
21123,"Kentucky","Larue",14398,263.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,29638,0,363,54.5916432850535
21125,"Kentucky","Laurel",60813,443.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,23704,0,1964,137.037203957005
21127,"Kentucky","Lawrence",15317,420.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,20849,0,73,36.4551599390708
21129,"Kentucky","Lee",7403,211.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,20802,0,1459,35.0471050513658
21131,"Kentucky","Leslie",9877,404.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,21104,0,26,24.4256497761951
21133,"Kentucky","Letcher",21553,339.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,23252,0,91,63.553799427948
21135,"Kentucky","Lewis",13275,495.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,17692,0,407,26.7786900127085
21137,"Kentucky","Lincoln",24549,336.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,21190,0,839,72.8954479318229
21139,"Kentucky","Livingston",9194,342.22,41,NA,0.0449355,NA,12.716667,NA,NA,NA,NA,28243,0,1141,26.8657588685641
21141,"Kentucky","Logan",27102,557.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,25113,0,46,48.6457379785687
21143,"Kentucky","Lyon",8210,256.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,24760,0,623,32.0115413108746
21145,"Kentucky","McCracken",65418,268.1,44,0.378697,0.0451855,8.8525182,14.711538,8.421421,1.421788,6.246953,NA,36226,0,10296,244.005967922417
21147,"Kentucky","McCreary",17231,430.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,17816,0,596,40.0097522464996
21149,"Kentucky","McLean",9207,256.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,27566,2960,698,35.9381708887935
21151,"Kentucky","Madison",92987,443.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,24789,0,12473,209.836620481112
21153,"Kentucky","Magoffin",12161,309.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,20206,0,970,39.297485943256
21155,"Kentucky","Marion",19273,346.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,25593,0,1340,55.5593992331863
21157,"Kentucky","Marshall",31100,340.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,29000,2,2183,91.3818940440161
21159,"Kentucky","Martin",11195,230.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,22295,0,936,48.4988952909067
21161,"Kentucky","Mason",17070,246.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,28231,0,1401,69.2157975833266
21163,"Kentucky","Meade",28572,324.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,27983,0,931,88.119911176906
21165,"Kentucky","Menifee",6489,206.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,17816,0,56,31.4938846825859
21167,"Kentucky","Mercer",21933,253.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,25899,0,1654,86.6471773397069
21169,"Kentucky","Metcalfe",10071,290.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,20364,0,197,34.6106261598735
21171,"Kentucky","Monroe",10650,332.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,21109,0,665,32.0657573841568
